"DEPREG","MUPREG","MESREG","AÑOREG","DIAOCU","MESOCU","DEPOCU","MUPOCU","EDADHOM","EDADMUJ","GETHOM","GETMUJ","NACHOM","NACMUJ","ESCHOM","ESCMUJ","OCUHOM","OCUMUJ","year","PPERHOM","PPERMUJ","CIUOHOM","CIUOMUJ","AÑOOCU"
19,"1901",8,2012,27,3,19,"1901",999,999,9,9,320,320,9,9,"9712","2341",2012,NA,NA,NA,NA,NA
21,"2101",3,2012,2,3,21,"2101",999,39,9,9,320,320,9,9,"9712","2341",2012,NA,NA,NA,NA,NA
21,"2101",7,2012,18,5,21,"2101",999,999,9,9,320,320,9,9,"9712","2341",2012,NA,NA,NA,NA,NA
21,"2101",10,2012,28,9,21,"2101",999,999,9,9,320,320,9,9,"9712","2341",2012,NA,NA,NA,NA,NA
21,"2107",9,2012,8,8,21,"2101",999,999,9,9,320,320,9,9,"9712","2341",2012,NA,NA,NA,NA,NA
1,"0115",9,2012,24,7,1,"0115",999,999,9,9,320,320,9,9,"9712","2341",2012,NA,NA,NA,NA,NA
7,"0701",10,2012,25,9,7,"0701",999,38,9,2,320,320,9,4,"9712","2341",2012,NA,NA,NA,NA,NA
1,"0101",12,2012,30,8,1,"0101",32,24,2,9,320,320,5,9,"9998","2341",2012,NA,NA,NA,NA,NA
1,"0101",12,2012,12,9,1,"0101",999,999,9,9,320,320,9,9,"9998","2341",2012,NA,NA,NA,NA,NA
14,"1401",7,2012,12,6,14,"1401",999,34,9,2,320,320,1,4,"9999","2341",2012,NA,NA,NA,NA,NA
12,"1217",8,2012,17,7,9,"0920",34,37,2,2,320,320,4,4,"9999","2341",2012,NA,NA,NA,NA,NA
22,"2201",4,2012,9,3,22,"2201",47,29,9,9,320,320,4,4,"9999","2341",2012,NA,NA,NA,NA,NA
22,"2201",6,2012,8,6,22,"2201",34,28,9,2,320,320,9,4,"9999","2341",2012,NA,NA,NA,NA,NA
1,"0114",9,2012,2,4,1,"0114",999,999,9,2,320,320,9,4,"9999","2341",2012,NA,NA,NA,NA,NA
1,"0101",4,2013,12,4,3,"0301",44,999,2,9,320,320,9,9,"9999","2341",2012,NA,NA,NA,NA,NA
1,"0101",8,2012,1,3,1,"0101",999,52,9,2,320,320,9,4,"9999","2341",2012,NA,NA,NA,NA,NA
1,"0101",10,2012,10,7,1,"0101",999,999,9,9,320,320,9,9,"9999","2341",2012,NA,NA,NA,NA,NA
3,"0301",3,2013,3,12,3,"0301",999,999,9,9,320,320,9,9,"9999","2341",2012,NA,NA,NA,NA,NA
9,"0909",10,2012,27,8,9,"0901",999,28,9,2,320,320,9,4,"9999","2341",2012,NA,NA,NA,NA,NA
10,"1001",9,2012,2,8,10,"1001",999,999,9,9,320,320,9,9,"9999","2341",2012,NA,NA,NA,NA,NA
14,"1406",9,2012,30,7,14,"1401",999,40,9,2,320,320,9,4,"9999","2341",2012,NA,NA,NA,NA,NA
1,"0116",11,2012,10,8,1,"0116",999,37,9,2,320,320,9,4,"9999","2341",2012,NA,NA,NA,NA,NA
1,"0101",2,2012,3,1,10,"1001",999,999,9,9,840,320,9,9,"9999","2341",2012,NA,NA,NA,NA,NA
1,"0101",6,2012,23,4,1,"0101",999,999,9,9,320,320,9,9,"2152","2342",2012,NA,NA,NA,NA,NA
5,"0511",11,2012,14,8,1,"0101",54,41,2,2,320,320,5,5,"2211","2342",2012,NA,NA,NA,NA,NA
13,"1305",1,2013,26,12,13,"1301",26,34,2,2,320,320,4,4,"2341","2342",2012,NA,NA,NA,NA,NA
14,"1418",6,2013,27,8,14,"1401",27,25,2,2,320,320,4,4,"3119","2342",2012,NA,NA,NA,NA,NA
17,"1703",3,2012,3,2,17,"1703",999,999,9,9,320,320,9,9,"3314","2342",2012,NA,NA,NA,NA,NA
18,"1801",4,2012,13,3,18,"1801",28,27,2,2,320,320,4,4,"3314","2342",2012,NA,NA,NA,NA,NA
8,"0801",11,2012,15,6,8,"0801",33,25,2,2,320,320,4,4,"3314","2342",2012,NA,NA,NA,NA,NA
10,"1014",10,2012,28,9,1,"0115",999,26,9,2,320,320,9,4,"3513","2342",2012,NA,NA,NA,NA,NA
22,"2207",12,2012,29,11,22,"2201",48,42,2,2,320,320,4,4,"4311","2342",2012,NA,NA,NA,NA,NA
16,"1601",2,2013,29,3,16,"1601",23,24,2,2,320,320,3,4,"5221","2342",2012,NA,NA,NA,NA,NA
13,"1311",12,2012,30,11,13,"1301",35,29,2,2,320,320,5,5,"5221","2342",2012,NA,NA,NA,NA,NA
11,"1101",9,2012,25,7,11,"1101",40,39,9,2,320,320,1,4,"5249","2342",2012,NA,NA,NA,NA,NA
9,"0922",2,2013,26,11,9,"0920",999,46,9,2,320,320,2,4,"6111","2342",2012,NA,NA,NA,NA,NA
14,"1418",8,2012,20,6,14,"1413",999,30,9,9,320,320,9,4,"6111","2342",2012,NA,NA,NA,NA,NA
5,"0510",9,2012,21,6,5,"0501",30,30,2,2,320,320,3,4,"8152","2342",2012,NA,NA,NA,NA,NA
10,"1001",9,2012,28,8,10,"1001",28,28,1,2,320,320,2,4,"9712","2342",2012,NA,NA,NA,NA,NA
20,"2011",12,2012,8,11,20,"2011",20,23,1,1,320,320,4,5,"9712","2342",2012,NA,NA,NA,NA,NA
22,"2205",1,2013,25,10,22,"2201",24,23,2,2,320,320,4,4,"9712","2342",2012,NA,NA,NA,NA,NA
21,"2101",3,2013,3,12,21,"2101",25,21,2,2,320,320,4,4,"9712","2342",2012,NA,NA,NA,NA,NA
1,"0101",7,2012,16,4,1,"0101",35,999,2,9,320,320,5,9,"9712","2342",2012,NA,NA,NA,NA,NA
13,"1301",11,2012,12,10,13,"1312",28,30,9,2,320,320,9,4,"9712","2342",2012,NA,NA,NA,NA,NA
9,"0901",6,2012,7,5,9,"0901",29,26,9,2,320,320,9,9,"9712","2342",2012,NA,NA,NA,NA,NA
1,"0101",11,2012,24,5,1,"0101",999,999,9,9,320,320,9,9,"9712","2342",2012,NA,NA,NA,NA,NA
15,"1501",10,2012,6,7,15,"1501",999,39,9,2,320,320,9,4,"9712","2342",2012,NA,NA,NA,NA,NA
12,"1212",12,2012,26,6,9,"0920",999,999,9,9,320,320,9,9,"9712","2342",2012,NA,NA,NA,NA,NA
17,"1712",8,2012,11,7,17,"1712",29,25,2,2,320,320,4,4,"9998","2342",2012,NA,NA,NA,NA,NA
16,"1602",6,2012,21,5,16,"1602",27,36,9,2,320,320,9,5,"9999","2342",2012,NA,NA,NA,NA,NA
20,"2003",12,2012,14,8,20,"2001",999,36,9,2,320,320,9,4,"9999","2342",2012,NA,NA,NA,NA,NA
6,"0614",3,2013,25,9,6,"0601",999,36,9,9,320,320,9,4,"9999","2342",2012,NA,NA,NA,NA,NA
1,"0101",3,2012,13,2,1,"0101",999,999,9,9,320,320,9,9,"2353","2353",2012,NA,NA,NA,NA,NA
1,"0113",6,2012,28,2,1,"0101",999,999,9,9,320,320,9,9,"7231","2354",2012,NA,NA,NA,NA,NA
1,"0101",2,2013,22,5,1,"0101",999,999,9,9,320,320,9,9,"110","2359",2012,NA,NA,NA,NA,NA
1,"0101",4,2013,9,11,1,"0101",61,999,2,9,320,320,5,9,"2261","2359",2012,NA,NA,NA,NA,NA
22,"2212",6,2013,14,11,22,"2212",47,49,2,9,320,320,5,9,"2320","2359",2012,NA,NA,NA,NA,NA
12,"1215",12,2012,8,8,22,"2201",40,37,2,2,320,320,4,4,"2341","2359",2012,NA,NA,NA,NA,NA
22,"2201",1,2013,8,8,22,"2201",40,37,2,2,320,320,4,4,"2341","2359",2012,NA,NA,NA,NA,NA
16,"1601",3,2013,9,1,16,"1601",999,999,9,9,320,320,9,9,"2341","2359",2012,NA,NA,NA,NA,NA
3,"0301",12,2012,11,10,1,"0101",49,38,2,2,320,320,9,9,"2351","2359",2012,NA,NA,NA,NA,NA
3,"0302",10,2012,17,9,3,"0301",30,26,2,2,320,320,4,4,"2359","2359",2012,NA,NA,NA,NA,NA
1,"0101",5,2012,3,4,1,"0101",999,999,9,9,320,320,9,9,"2359","2359",2012,NA,NA,NA,NA,NA
15,"1501",12,2012,7,11,15,"1501",999,999,9,9,320,320,9,9,"2359","2359",2012,NA,NA,NA,NA,NA
1,"0101",12,2012,12,9,2,"0201",999,999,9,9,320,320,9,9,"3119","2359",2012,NA,NA,NA,NA,NA
1,"0101",6,2012,24,5,1,"0101",999,999,9,9,320,320,9,9,"3153","2359",2012,NA,NA,NA,NA,NA
13,"1301",6,2012,16,5,13,"1301",999,999,9,9,320,320,9,9,"3314","2359",2012,NA,NA,NA,NA,NA
1,"0101",1,2013,13,9,1,"0101",999,999,9,9,320,320,9,9,"3412","2359",2012,NA,NA,NA,NA,NA
16,"1610",7,2012,5,3,16,"1610",999,31,9,1,320,320,9,4,"3412","2359",2012,NA,NA,NA,NA,NA
6,"0601",8,2012,15,6,6,"0601",27,999,2,9,320,320,4,9,"3513","2359",2012,NA,NA,NA,NA,NA
1,"0101",11,2012,13,9,1,"0101",999,999,9,9,320,320,9,9,"4311","2359",2012,NA,NA,NA,NA,NA
1,"0101",12,2012,27,8,1,"0108",999,999,9,9,156,9999,1,9,"5221","2359",2012,NA,NA,NA,NA,NA
16,"1615",2,2013,23,7,16,"1615",999,999,9,9,320,320,9,9,"5221","2359",2012,NA,NA,NA,NA,NA
1,"0101",3,2013,22,11,1,"0101",999,999,9,9,320,320,9,9,"5221","2359",2012,NA,NA,NA,NA,NA
1,"0103",12,2012,18,10,1,"0101",999,999,9,9,320,320,9,9,"5221","2359",2012,NA,NA,NA,NA,NA
1,"0108",11,2012,11,6,22,"2201",999,999,9,9,320,320,9,9,"5221","2359",2012,NA,NA,NA,NA,NA
1,"0108",4,2013,19,6,1,"0101",34,33,2,2,320,320,4,4,"5249","2359",2012,NA,NA,NA,NA,NA
1,"0101",3,2012,17,1,1,"0101",999,999,9,9,320,320,9,9,"5249","2359",2012,NA,NA,NA,NA,NA
17,"1704",6,2012,4,5,17,"1703",39,37,2,2,320,320,2,4,"6111","2359",2012,NA,NA,NA,NA,NA
19,"1907",10,2012,1,10,22,"2201",999,999,9,9,320,320,9,9,"6111","2359",2012,NA,NA,NA,NA,NA
1,"0101",5,2012,28,3,1,"0101",999,999,9,9,320,320,9,9,"7512","2359",2012,NA,NA,NA,NA,NA
1,"0101",7,2012,8,2,1,"0101",25,25,9,2,320,320,1,4,"9712","2359",2012,NA,NA,NA,NA,NA
1,"0113",4,2013,22,11,1,"0101",40,29,9,2,320,320,1,5,"9712","2359",2012,NA,NA,NA,NA,NA
4,"0406",1,2013,7,11,4,"0401",22,21,2,2,320,320,4,9,"9712","2359",2012,NA,NA,NA,NA,NA
1,"0101",2,2013,4,12,1,"0101",999,999,9,9,320,320,9,9,"9712","2359",2012,NA,NA,NA,NA,NA
1,"0101",2,2013,20,8,1,"0101",999,999,9,9,320,320,9,9,"9712","2359",2012,NA,NA,NA,NA,NA
1,"0101",3,2013,6,8,1,"0101",999,999,9,9,320,320,9,9,"9712","2359",2012,NA,NA,NA,NA,NA
1,"0101",3,2013,7,12,1,"0101",999,999,9,9,320,320,9,9,"9712","2359",2012,NA,NA,NA,NA,NA
1,"0101",3,2013,28,6,1,"0101",999,38,9,2,320,320,9,4,"9712","2359",2012,NA,NA,NA,NA,NA
1,"0101",9,2012,6,8,1,"0101",999,999,9,9,320,320,9,9,"9712","2359",2012,NA,NA,NA,NA,NA
1,"0101",11,2012,21,8,1,"0101",999,999,9,9,320,320,9,9,"9712","2359",2012,NA,NA,NA,NA,NA
22,"2211",7,2012,18,5,1,"0114",999,44,9,2,320,320,9,4,"9712","2359",2012,NA,NA,NA,NA,NA
1,"0101",11,2012,30,8,1,"0101",999,999,9,9,320,320,9,9,"9998","2359",2012,NA,NA,NA,NA,NA
22,"2205",7,2012,16,7,22,"2201",43,41,9,2,320,320,1,4,"9999","2359",2012,NA,NA,NA,NA,NA
1,"0106",6,2012,30,4,1,"0101",999,33,9,9,320,320,9,4,"9999","2359",2012,NA,NA,NA,NA,NA
9,"0901",11,2012,16,7,9,"0901",44,42,2,2,320,320,9,5,"9999","2359",2012,NA,NA,NA,NA,NA
1,"0117",9,2012,25,7,1,"0115",999,40,9,2,320,320,9,4,"9999","2359",2012,NA,NA,NA,NA,NA
1,"0101",2,2013,21,11,1,"0101",999,999,9,9,320,320,9,9,"2619","2411",2012,NA,NA,NA,NA,NA
1,"0101",10,2012,23,8,1,"0101",26,28,9,2,320,320,9,5,"3513","2411",2012,NA,NA,NA,NA,NA
5,"0509",1,2013,1,8,5,"0501",29,26,2,2,320,320,4,5,"7231","2411",2012,NA,NA,NA,NA,NA
1,"0101",3,2012,13,3,1,"0101",32,26,9,9,568,188,9,9,"2412","2413",2012,NA,NA,NA,NA,NA
13,"1301",2,2013,30,11,13,"1301",27,23,2,2,320,320,4,5,"2359","2421",2012,NA,NA,NA,NA,NA
1,"0101",10,2012,16,8,1,"0101",30,31,9,9,320,320,9,9,"2431","2421",2012,NA,NA,NA,NA,NA
9,"0901",9,2012,2,7,9,"0901",999,999,9,9,320,320,9,9,"110","2422",2012,NA,NA,NA,NA,NA
1,"0101",12,2012,18,10,1,"0101",999,999,9,9,320,320,9,9,"1219","2422",2012,NA,NA,NA,NA,NA
1,"0101",10,2012,29,8,1,"0101",999,999,9,9,724,320,9,9,"1219","2422",2012,NA,NA,NA,NA,NA
1,"0101",4,2012,22,2,1,"0101",48,45,9,9,320,720,9,9,"2144","2422",2012,NA,NA,NA,NA,NA
1,"0101",7,2012,28,6,1,"0101",999,999,9,9,320,320,9,9,"2161","2422",2012,NA,NA,NA,NA,NA
1,"0101",3,2012,31,1,1,"0101",33,31,9,2,170,320,9,5,"2421","2422",2012,NA,NA,NA,NA,NA
1,"0101",7,2012,30,5,1,"0101",37,34,9,9,320,320,9,9,"2422","2422",2012,NA,NA,NA,NA,NA
1,"0101",6,2012,30,4,1,"0101",999,999,9,9,320,320,9,9,"2422","2422",2012,NA,NA,NA,NA,NA
9,"0902",8,2012,20,7,9,"0901",40,34,2,2,320,320,4,5,"3314","2422",2012,NA,NA,NA,NA,NA
11,"1108",2,2012,9,1,11,"1101",42,33,9,9,320,320,1,5,"9712","2422",2012,NA,NA,NA,NA,NA
18,"1801",8,2012,10,5,18,"1801",24,26,9,2,320,320,3,5,"9712","2422",2012,NA,NA,NA,NA,NA
22,"2205",1,2013,19,11,22,"2201",32,27,2,2,320,320,4,5,"9712","2422",2012,NA,NA,NA,NA,NA
16,"1601",11,2012,5,9,16,"1601",30,26,1,2,320,320,5,5,"9712","2422",2012,NA,NA,NA,NA,NA
9,"0901",6,2012,16,5,9,"0901",30,26,2,2,320,320,9,9,"9712","2422",2012,NA,NA,NA,NA,NA
3,"0302",12,2012,29,10,3,"0301",999,38,2,2,320,320,9,5,"9999","2422",2012,NA,NA,NA,NA,NA
1,"0102",10,2012,7,9,1,"0101",34,36,9,2,320,320,5,4,"1120","2431",2012,NA,NA,NA,NA,NA
1,"0101",6,2012,30,3,1,"0101",29,27,9,9,723,320,9,9,"1219","2431",2012,NA,NA,NA,NA,NA
1,"0101",8,2012,3,5,1,"0101",34,33,2,9,320,320,5,9,"1219","2431",2012,NA,NA,NA,NA,NA
1,"0101",10,2012,21,6,1,"0101",39,38,2,2,320,320,5,5,"1219","2431",2012,NA,NA,NA,NA,NA
1,"0101",4,2012,6,2,1,"0101",999,999,9,9,9999,9999,9,9,"1219","2431",2012,NA,NA,NA,NA,NA
1,"0101",8,2012,3,7,1,"0101",34,31,2,2,320,320,5,5,"2141","2431",2012,NA,NA,NA,NA,NA
20,"2001",6,2012,1,3,20,"2001",32,32,2,2,320,320,9,9,"2611","2431",2012,NA,NA,NA,NA,NA
1,"0101",4,2012,23,2,1,"0101",999,999,9,9,56,380,9,9,"2659","2431",2012,NA,NA,NA,NA,NA
1,"0101",3,2012,6,3,1,"0101",999,999,9,9,320,320,9,9,"5221","2431",2012,NA,NA,NA,NA,NA
1,"0101",4,2012,6,2,1,"0101",32,33,9,2,320,320,5,5,"5249","2431",2012,NA,NA,NA,NA,NA
1,"0101",7,2012,31,5,1,"0101",39,33,2,2,320,320,5,5,"2211","2433",2012,NA,NA,NA,NA,NA
1,"0101",9,2012,21,6,1,"0101",40,40,2,2,320,320,5,9,"5221","2433",2012,NA,NA,NA,NA,NA
1,"0101",2,2012,30,1,1,"0101",999,999,9,9,320,320,9,9,"9712","2529",2012,NA,NA,NA,NA,NA
1,"0101",8,2012,5,7,1,"0101",999,999,9,9,320,320,9,9,"1219","2611",2012,NA,NA,NA,NA,NA
1,"0101",7,2012,5,6,1,"0101",43,36,2,2,320,320,5,5,"2141","2611",2012,NA,NA,NA,NA,NA
1,"0101",8,2012,25,6,1,"0101",31,30,9,2,320,320,5,5,"2142","2611",2012,NA,NA,NA,NA,NA
1,"0101",4,2013,18,10,1,"0101",999,999,9,9,320,320,9,9,"2144","2611",2012,NA,NA,NA,NA,NA
1,"0101",6,2012,12,4,1,"0101",32,32,9,9,320,320,9,9,"2611","2611",2012,NA,NA,NA,NA,NA
1,"0101",8,2012,19,6,1,"0101",32,29,2,2,320,320,5,5,"2611","2611",2012,NA,NA,NA,NA,NA
1,"0101",2,2013,29,11,1,"0101",34,34,2,2,723,320,5,5,"2611","2611",2012,NA,NA,NA,NA,NA
1,"0101",4,2012,28,2,1,"0101",999,999,9,9,320,320,9,9,"310","2611",2012,NA,NA,NA,NA,NA
3,"0308",5,2012,3,4,3,"0301",999,999,9,9,320,320,9,9,"5221","2611",2012,NA,NA,NA,NA,NA
1,"0102",8,2012,9,7,1,"0101",999,31,9,2,320,320,9,5,"9712","2611",2012,NA,NA,NA,NA,NA
1,"0115",5,2012,27,4,1,"0115",999,36,9,2,320,320,9,5,"9999","2611",2012,NA,NA,NA,NA,NA
1,"0101",1,2013,2,10,1,"0101",999,999,9,9,320,320,9,9,"3513","2619",2012,NA,NA,NA,NA,NA
1,"0101",4,2013,9,3,1,"0101",51,46,2,2,320,320,9,5,"7112","2619",2012,NA,NA,NA,NA,NA
1,"0101",5,2012,12,3,1,"0101",999,999,9,9,724,320,9,9,"2611","2632",2012,NA,NA,NA,NA,NA
1,"0101",3,2013,5,12,1,"0101",31,32,2,2,320,340,5,9,"2633","2633",2012,NA,NA,NA,NA,NA
1,"0101",1,2013,28,3,1,"0101",999,999,9,9,320,320,9,9,"9712","2633",2012,NA,NA,NA,NA,NA
1,"0101",2,2013,29,11,1,"0101",24,27,2,2,320,320,4,5,"1346","2634",2012,NA,NA,NA,NA,NA
1,"0101",6,2012,23,1,1,"0101",999,999,9,9,276,320,9,9,"2141","2634",2012,NA,NA,NA,NA,NA
1,"0102",11,2012,29,5,1,"0102",31,31,2,2,320,320,5,5,"2211","2634",2012,NA,NA,NA,NA,NA
1,"0101",10,2012,19,7,1,"0101",999,999,9,9,320,320,9,9,"2250","2634",2012,NA,NA,NA,NA,NA
1,"0101",7,2012,19,6,1,"0101",30,24,9,9,320,320,9,9,"2422","2634",2012,NA,NA,NA,NA,NA
1,"0101",1,2013,27,12,1,"0101",29,29,2,2,320,320,5,9,"2431","2634",2012,NA,NA,NA,NA,NA
1,"0101",7,2012,5,6,1,"0101",27,30,2,2,320,320,4,4,"2619","2634",2012,NA,NA,NA,NA,NA
1,"0108",8,2012,9,7,1,"0108",31,30,2,2,320,320,4,5,"2652","2634",2012,NA,NA,NA,NA,NA
1,"0101",2,2012,16,1,1,"0101",31,32,2,2,320,320,9,9,"5221","2634",2012,NA,NA,NA,NA,NA
1,"0102",3,2013,3,6,1,"0101",28,30,2,2,320,320,4,5,"9712","2634",2012,NA,NA,NA,NA,NA
16,"1601",3,2012,7,2,16,"1601",30,26,1,2,320,320,9,5,"9712","2634",2012,NA,NA,NA,NA,NA
1,"0101",11,2012,1,8,1,"0101",38,37,9,2,320,320,9,5,"9999","2634",2012,NA,NA,NA,NA,NA
1,"0101",5,2012,24,4,1,"0101",999,999,9,9,192,320,9,9,"9712","2636",2012,NA,NA,NA,NA,NA
1,"0101",3,2013,12,3,1,"0101",999,53,9,2,320,276,9,5,"2142","2641",2012,NA,NA,NA,NA,NA
1,"0101",2,2013,3,12,1,"0101",48,42,2,2,320,320,5,5,"2142","2642",2012,NA,NA,NA,NA,NA
1,"0101",10,2012,16,7,1,"0101",999,999,9,9,320,76,9,9,"2149","2642",2012,NA,NA,NA,NA,NA
1,"0101",7,2012,14,5,1,"0101",34,29,2,2,320,320,5,9,"2141","2643",2012,NA,NA,NA,NA,NA
1,"0101",9,2012,3,4,1,"0101",30,36,9,9,320,320,5,5,"2634","2643",2012,NA,NA,NA,NA,NA
1,"0102",2,2013,25,10,1,"0101",999,36,2,2,320,320,9,5,"5221","2643",2012,NA,NA,NA,NA,NA
1,"0101",1,2013,4,10,1,"0101",42,37,9,2,320,320,9,4,"9712","2643",2012,NA,NA,NA,NA,NA
1,"0101",6,2012,8,5,1,"0101",999,999,9,9,320,320,9,9,"9712","2651",2012,NA,NA,NA,NA,NA
1,"0101",12,2012,20,8,1,"0101",999,999,9,9,320,320,9,9,"5249","2655",2012,NA,NA,NA,NA,NA
1,"0114",12,2012,6,9,1,"0114",38,32,2,2,320,320,4,5,"4419","2656",2012,NA,NA,NA,NA,NA
1,"0101",1,2013,8,10,1,"0108",32,29,2,2,320,320,4,4,"2320","3119",2012,NA,NA,NA,NA,NA
1,"0101",8,2012,18,6,1,"0101",29,28,9,9,320,320,9,9,"2412","3119",2012,NA,NA,NA,NA,NA
9,"0901",1,2012,9,1,9,"0901",999,999,9,9,320,320,9,9,"3119","3119",2012,NA,NA,NA,NA,NA
13,"1301",7,2012,25,6,13,"1301",28,22,2,2,320,320,4,4,"4311","3119",2012,NA,NA,NA,NA,NA
5,"0501",4,2013,30,10,5,"0501",28,27,2,2,320,320,9,5,"9712","3212",2012,NA,NA,NA,NA,NA
12,"1212",3,2013,20,11,9,"0920",44,44,2,2,320,320,5,4,"2320","3221",2012,NA,NA,NA,NA,NA
4,"0403",11,2012,3,8,4,"0401",24,24,2,2,320,320,9,4,"2341","3221",2012,NA,NA,NA,NA,NA
1,"0101",11,2012,12,3,1,"0108",999,999,9,9,320,320,9,9,"2359","3221",2012,NA,NA,NA,NA,NA
21,"2101",11,2012,12,9,21,"2101",999,999,9,9,320,320,9,9,"2359","3221",2012,NA,NA,NA,NA,NA
1,"0101",11,2012,24,8,18,"1801",50,36,9,9,192,320,9,9,"2619","3221",2012,NA,NA,NA,NA,NA
10,"1003",2,2012,2,2,10,"1001",999,999,9,9,320,320,9,9,"3119","3221",2012,NA,NA,NA,NA,NA
10,"1003",5,2012,25,4,10,"1001",999,999,9,9,320,320,9,9,"3119","3221",2012,NA,NA,NA,NA,NA
10,"1003",6,2012,15,3,10,"1001",999,999,9,9,320,320,9,9,"3119","3221",2012,NA,NA,NA,NA,NA
22,"2201",3,2012,3,2,22,"2201",21,28,2,2,320,320,4,4,"3314","3221",2012,NA,NA,NA,NA,NA
1,"0101",12,2012,4,10,18,"1801",43,43,2,2,320,320,4,4,"3421","3221",2012,NA,NA,NA,NA,NA
1,"0115",3,2012,20,2,1,"0115",999,999,9,9,320,320,9,9,"3513","3221",2012,NA,NA,NA,NA,NA
1,"0101",6,2012,7,2,1,"0101",999,999,9,9,320,320,1,9,"4311","3221",2012,NA,NA,NA,NA,NA
2,"0205",8,2012,18,5,2,"0201",40,34,2,2,320,320,2,4,"5412","3221",2012,NA,NA,NA,NA,NA
18,"1802",12,2012,18,10,18,"1801",30,24,2,2,320,320,2,4,"6111","3221",2012,NA,NA,NA,NA,NA
9,"0910",3,2013,5,9,9,"0910",25,31,2,2,320,320,1,9,"9712","3221",2012,NA,NA,NA,NA,NA
21,"2101",10,2012,5,9,21,"2101",52,55,9,9,320,320,1,9,"9712","3221",2012,NA,NA,NA,NA,NA
7,"0704",12,2012,18,10,7,"0701",26,23,1,1,320,320,4,9,"9712","3221",2012,NA,NA,NA,NA,NA
15,"1503",1,2013,15,10,15,"1501",999,35,1,1,320,320,1,4,"9999","3221",2012,NA,NA,NA,NA,NA
15,"1504",7,2012,22,5,15,"1501",999,37,9,9,320,320,9,4,"9999","3221",2012,NA,NA,NA,NA,NA
20,"2006",2,2013,21,12,22,"2201",34,31,2,2,320,320,5,4,"2211","3314",2012,NA,NA,NA,NA,NA
9,"0901",10,2012,7,5,9,"0901",27,21,2,9,320,320,4,4,"2341","3314",2012,NA,NA,NA,NA,NA
22,"2217",8,2012,22,2,1,"0101",34,27,2,9,320,320,5,4,"2411","3314",2012,NA,NA,NA,NA,NA
20,"2011",10,2012,8,6,20,"2001",999,999,9,9,320,320,9,9,"3314","3314",2012,NA,NA,NA,NA,NA
9,"0901",2,2012,16,2,9,"0901",999,999,9,9,320,320,9,9,"3314","3314",2012,NA,NA,NA,NA,NA
16,"1601",3,2013,16,11,16,"1601",52,44,2,1,320,320,9,4,"3412","3314",2012,NA,NA,NA,NA,NA
13,"1301",11,2012,31,10,13,"1301",34,30,2,2,320,320,4,4,"3412","3314",2012,NA,NA,NA,NA,NA
10,"1015",10,2012,28,2,10,"1001",28,27,2,2,320,320,4,4,"3513","3314",2012,NA,NA,NA,NA,NA
2,"0201",10,2012,22,5,2,"0201",999,999,9,9,320,320,9,9,"3513","3314",2012,NA,NA,NA,NA,NA
1,"0101",4,2012,16,2,1,"0101",999,999,9,9,320,320,1,9,"4311","3314",2012,NA,NA,NA,NA,NA
1,"0101",10,2012,13,8,1,"0115",999,999,9,9,9999,9999,9,9,"4311","3314",2012,NA,NA,NA,NA,NA
20,"2007",1,2013,18,9,20,"2001",27,24,2,2,320,320,5,4,"5221","3314",2012,NA,NA,NA,NA,NA
18,"1801",2,2013,14,11,18,"1801",999,37,9,2,170,320,9,4,"7411","3314",2012,NA,NA,NA,NA,NA
12,"1215",1,2013,4,12,12,"1215",999,23,9,2,320,320,9,4,"7411","3314",2012,NA,NA,NA,NA,NA
10,"1001",10,2012,20,9,10,"1001",999,999,9,9,320,320,2,9,"9712","3314",2012,NA,NA,NA,NA,NA
10,"1010",12,2012,24,10,10,"1001",28,26,2,2,320,320,5,4,"9712","3314",2012,NA,NA,NA,NA,NA
18,"1801",11,2012,14,6,18,"1801",30,22,9,9,320,320,9,4,"9712","3314",2012,NA,NA,NA,NA,NA
11,"1103",3,2012,30,1,9,"0901",37,22,2,2,320,320,9,4,"9712","3314",2012,NA,NA,NA,NA,NA
20,"2007",10,2012,5,9,20,"2001",999,42,9,9,320,320,9,9,"9999","3314",2012,NA,NA,NA,NA,NA
1,"0108",4,2012,9,2,1,"0101",38,999,9,9,320,320,9,9,"3119","3322",2012,NA,NA,NA,NA,NA
1,"0101",2,2013,18,10,1,"0101",52,43,2,2,320,320,9,4,"2149","3334",2012,NA,NA,NA,NA,NA
15,"1505",5,2012,21,2,15,"1501",30,26,9,2,320,320,4,5,"9998","3411",2012,NA,NA,NA,NA,NA
1,"0101",8,2012,4,7,1,"0101",999,31,9,9,320,320,9,5,"9999","3411",2012,NA,NA,NA,NA,NA
9,"0901",7,2012,25,5,9,"0901",31,27,2,2,320,320,5,5,"2211","3412",2012,NA,NA,NA,NA,NA
1,"0101",6,2013,9,11,1,"0108",999,999,9,9,320,320,9,9,"2211","3412",2012,NA,NA,NA,NA,NA
1,"0101",6,2012,17,5,1,"0101",28,24,2,9,320,320,5,4,"2421","3412",2012,NA,NA,NA,NA,NA
1,"0101",3,2012,15,2,1,"0101",999,999,9,9,320,320,9,9,"3114","3412",2012,NA,NA,NA,NA,NA
5,"0509",9,2012,12,7,5,"0501",999,999,9,9,320,320,9,9,"3119","3412",2012,NA,NA,NA,NA,NA
22,"2209",12,2012,22,11,22,"2201",40,38,2,2,320,320,4,4,"3412","3412",2012,NA,NA,NA,NA,NA
